source,target,weight
391709,73542,1
391709,351338,1
391709,294432,8
391709,1228782,1
391709,1539564,4
391709,1113578,1
1415740,1187734,1
1153598,1055498,1
645694,1129504,2
1079875,72936,2
1079875,1228752,2
1079875,1039904,2
1079875,294501,1
1325637,1433593,1
31302,130178,3
31302,556217,1
31302,1391604,2
31302,1703051,1
31302,1481761,4
31302,80809,3
629324,736233,3
907856,392161,1
1579608,1711320,1
596568,1391507,1
965230,56774,1
965230,253881,1
965230,991043,2
965230,1580204,1
23175,1211978,2
244377,56325,1
244377,703161,3
244377,1383796,3
842401,1014848,2
768684,1482204,1
768684,327052,1
1104560,1112958,1
1104560,810097,1
1104560,1088800,1
1104560,368449,2
563894,850656,1
563896,1481761,4
383673,1187027,2
703161,1383796,5
244431,130150,1
244431,1211978,1
244431,1686278,1
244431,490858,10
244431,1260670,1
244431,957948,3
244431,130178,1
244431,1481761,1
293598,1187317,1
293598,1195640,2
752374,1662420,1
1686278,1211978,7
1686278,1440779,1
1686278,573292,1
1686278,130150,2
1686278,924807,1
1055498,392161,2
1055498,1473532,1
1055498,892480,1
1055498,826943,1
1055498,1481761,1
244543,745426,2
875341,916523,3
1669978,383874,1
383874,392161,5
23437,728070,1
23437,769241,2
301976,916684,1
506783,1539187,1
695229,1490607,1
768963,941533,2
768963,179279,1
752579,130178,1
449502,745364,1
392161,1088800,1
392161,1055993,1
392161,991101,1
392161,1318421,1
392161,531575,1
392161,892480,1
392161,179279,1
392161,1481761,2
1391604,130178,1
1391604,1481761,2
1457140,1154895,2
891895,1064185,1
1473532,826943,2
1620997,786215,2
56325,1014848,2
728070,769241,1
1440779,924807,1
15378,490858,1
15378,130150,1
1481761,81172,1
1481761,531575,1
1481761,892480,1
1481761,130178,4
1481761,1646424,1
1481761,957948,1
1481761,573221,2
310307,326794,1
826409,368449,1
826409,327052,1
826409,925471,1
826409,261721,1
556073,531575,2
916523,57189,1
744505,327473,1
1014848,179354,1
1014848,400616,1
1014848,1441762,1
1014848,1342727,1
179279,1088800,1
179279,1318421,1
179279,573221,1
1006674,581542,8
1006674,1268828,2
1268828,581542,2
130150,490858,11
130150,573292,1
130150,1211978,3
810097,368449,1
1539187,892480,2
1539187,1088800,2
1539187,1318421,2
351349,990497,1
547963,990407,1
1260670,941533,1
1260670,490858,2
130178,490858,3
130178,1105608,1
924807,745448,1
1703051,745452,1
1031313,1081176,1
1031313,1687488,1
179354,1228656,10
64684,1343349,1
1580204,56774,1
1580204,253881,1
1227976,368449,1
72936,1228752,2
72936,1039904,2
72936,294501,1
400616,261654,1
1588480,1211978,1
1588480,581542,2
1588480,490858,1
1342727,1441762,1
1088800,925471,1
1088800,1211978,1
1031505,1269205,1
900446,900481,1
490858,1211978,1
490858,941533,1
1383796,114671,1
1670519,925471,1
1670519,368449,1
1645949,982879,1
327052,1482204,1
1129895,1211978,1
56774,253881,1
1113578,294432,1
1113578,1539564,1
1646058,1163068,2
1539564,294432,1
1187317,1195640,1
1572355,327260,1
1039904,294501,1
1039904,1228752,2
1121845,1048303,1
1400383,1400665,1
1400383,1105608,1
1482304,1646450,1
1211978,573292,2
1211978,1695720,1
1654354,458679,1
491094,1523592,1
294501,1228752,1
564883,712411,1
1105608,1400665,1
1105608,212682,1
925471,368449,4
384803,384806,1
368449,1368012,1
73542,1228782,1
1081176,1687488,1
